attack	12	0,423,1551,140,140,1,987,987,140,140,2,987,846,140,140,3,987,705,140,140,4,987,564,140,140,5,987,423,140,140,6,987,282,140,140,7,987,141,140,140,8,987,0,140,140,9,846,1833,140,140,10,846,1692,140,140,11,846,1551,140,140,12,846,1410,140,140,13,846,1269,140,140,14,846,1128,140,140,15,846,987,140,140,16,846,846,140,140,17,846,705,140,140,18,846,564,140,140,19,846,423,140,140,20,846,282,140,140,21,846,141,140,140
breathing	7	0,846,0,140,140,1,705,1833,140,140,2,705,1692,140,140,3,705,1551,140,140,4,705,1410,140,140,5,705,1269,140,140,6,705,1128,140,140,7,705,987,140,140,8,705,846,140,140,9,705,705,140,140,10,705,564,140,140,11,705,423,140,140,12,705,282,140,140,13,705,141,140,140
cast	12	0,705,0,140,140,1,564,1833,140,140,2,564,1692,140,140,3,564,1551,140,140,4,564,1410,140,140,5,564,1269,140,140,6,564,1128,140,140,7,564,987,140,140,8,564,846,140,140,9,564,705,140,140,10,564,564,140,140,11,564,423,140,140,12,564,282,140,140,13,564,141,140,140,14,564,0,140,140
castend	12	0,423,1833,140,140,1,423,1692,140,140,2,987,1128,140,140
castloop	12	0,423,1410,140,140,1,423,1269,140,140,2,423,1128,140,140,3,423,987,140,140,4,423,846,140,140,5,423,705,140,140,6,423,564,140,140,7,423,423,140,140
caststart	12	0,987,1128,140,140,1,423,282,140,140,2,423,1833,140,140
death	12	0,423,141,140,140,1,423,0,140,140,2,282,1833,140,140,3,282,1692,140,140,4,282,1551,140,140,5,282,1410,140,140,6,282,1269,140,140,7,282,1128,140,140,8,282,987,140,140,9,282,846,140,140,10,282,705,140,140,11,282,564,140,140,12,282,423,140,140,13,282,282,140,140,14,282,141,140,140,15,282,0,140,140,16,141,1833,140,140,17,141,1692,140,140,18,141,1551,140,140,19,141,1551,140,140,20,141,1551,140,140
hit	12	0,141,1410,140,140,1,141,1269,140,140,2,141,1128,140,140
idle	12	0,141,987,140,140,1,141,846,140,140,2,141,705,140,140,3,141,564,140,140,4,141,423,140,140,5,141,282,140,140,6,141,141,140,140,7,141,0,140,140,8,0,1833,140,140,9,0,1692,140,140,10,0,1551,140,140,11,0,1410,140,140,12,0,1269,140,140,13,0,1128,140,140
run	14	0,0,987,140,140,1,0,846,140,140,2,0,705,140,140,3,0,564,140,140,4,0,423,140,140,5,0,282,140,140,6,0,141,140,140,7,0,0,140,140
