attack	12	0,222,333,110,110,1,222,222,110,110,2,222,111,110,110,3,222,0,110,110,4,111,888,110,110,5,111,777,110,110,6,111,666,110,110,7,111,555,110,110,8,111,444,110,110,9,111,333,110,110,10,111,222,110,110,11,111,111,110,110,12,111,0,110,110,13,0,888,110,110,14,0,777,110,110,15,0,666,110,110,16,0,555,110,110,17,0,444,110,110,18,0,333,110,110,19,0,222,110,110,20,0,111,110,110,21,0,0,110,110
breathing	8	0,333,0,110,110,1,333,0,110,110,2,333,0,110,110,3,333,0,110,110,4,333,0,110,110,5,222,888,110,110,6,222,777,110,110,7,222,666,110,110,8,222,666,110,110,9,222,666,110,110,10,222,666,110,110,11,222,666,110,110,12,222,555,110,110,13,222,444,110,110
cast	12	0,555,0,110,110,1,444,888,110,110,2,444,777,110,110,3,444,666,110,110,4,444,555,110,110,5,444,444,110,110,6,444,333,110,110,7,444,222,110,110,8,444,111,110,110,9,444,0,110,110,10,333,888,110,110,11,333,777,110,110,12,333,666,110,110,13,333,555,110,110,14,333,444,110,110
castend	12	0,333,333,110,110,1,333,222,110,110,2,333,111,110,110
castloop	12	0,666,666,110,110,1,666,555,110,110,2,666,444,110,110,3,666,333,110,110,4,666,222,110,110,5,666,111,110,110,6,666,0,110,110,7,555,888,110,110,8,1221,555,110,110,9,555,666,110,110,10,555,555,110,110,11,555,444,110,110
caststart	12	0,999,111,110,110,1,555,333,110,110,2,555,222,110,110,3,555,111,110,110
death	12	0,999,111,110,110,1,999,0,110,110,2,888,888,110,110,3,888,777,110,110,4,888,666,110,110,5,888,555,110,110,6,888,444,110,110,7,888,333,110,110,8,888,222,110,110,9,888,111,110,110,10,888,0,110,110,11,777,888,110,110,12,777,777,110,110,13,777,666,110,110,14,777,555,110,110,15,777,444,110,110,16,777,333,110,110,17,777,222,110,110,18,777,111,110,110,19,777,0,110,110,20,666,888,110,110,21,666,777,110,110
hit	12	0,999,111,110,110,1,999,0,110,110,2,888,888,110,110
idle	12	0,1110,666,110,110,1,1110,555,110,110,2,1110,444,110,110,3,1110,333,110,110,4,1110,222,110,110,5,1110,111,110,110,6,1110,0,110,110,7,999,888,110,110,8,999,777,110,110,9,999,666,110,110,10,999,555,110,110,11,999,444,110,110,12,999,333,110,110,13,999,222,110,110
run	12	0,555,777,110,110,1,1221,444,110,110,2,1221,333,110,110,3,1221,222,110,110,4,1221,111,110,110,5,1221,0,110,110,6,1110,888,110,110,7,1110,777,110,110
