attack	12	0,1048,262,130,130,1,1048,131,130,130,2,1048,0,130,130,3,917,786,130,130,4,917,655,130,130,5,917,524,130,130,6,917,393,130,130,7,917,262,130,130,8,1834,262,130,130,9,917,0,130,130,10,786,786,130,130,11,786,655,130,130,12,786,524,130,130,13,786,393,130,130,14,786,262,130,130,15,786,131,130,130,16,786,0,130,130,17,655,786,130,130,18,655,655,130,130,19,655,524,130,130
breathing	8	0,655,393,130,130,1,655,262,130,130,2,655,131,130,130,3,655,0,130,130,4,524,786,130,130,5,524,655,130,130,6,524,524,130,130,7,524,393,130,130,8,524,262,130,130,9,524,131,130,130,10,524,0,130,130,11,393,786,130,130,12,393,655,130,130,13,393,524,130,130
cast	12	0,1703,524,130,130,1,1703,393,130,130,2,1703,262,130,130,3,1703,131,130,130,4,1703,0,130,130,5,1572,786,130,130,6,1572,655,130,130,7,1572,524,130,130,8,1572,393,130,130,9,1572,262,130,130
castend	12	0,917,131,130,130,1,1834,131,130,130,2,1834,0,130,130,3,1703,786,130,130,4,1703,655,130,130
castloop	12	0,1441,393,130,130,1,1441,262,130,130,2,1441,131,130,130,3,1441,0,130,130,4,1310,786,130,130,5,1310,655,130,130
caststart	12	0,1572,131,130,130,1,1572,0,130,130,2,1441,786,130,130,3,1441,655,130,130,4,1441,524,130,130
death	12	0,1310,524,130,130,1,1310,393,130,130,2,1310,262,130,130,3,1310,131,130,130,4,1310,0,130,130,5,1179,786,130,130,6,1179,655,130,130,7,1179,524,130,130,8,1179,393,130,130,9,1179,262,130,130,10,1179,131,130,130,11,1179,0,130,130,12,1048,786,130,130,13,1048,655,130,130,14,1048,524,130,130,15,1048,393,130,130
hit	12	0,393,393,130,130,1,393,262,130,130,2,393,131,130,130
idle	12	0,262,131,130,130,1,262,0,130,130,2,131,786,130,130,3,131,655,130,130,4,131,524,130,130,5,131,393,130,130,6,131,262,130,130,7,131,131,130,130,8,131,0,130,130,9,0,786,130,130,10,0,655,130,130,11,0,524,130,130,12,0,393,130,130,13,0,262,130,130,14,0,131,130,130,15,0,0,130,130
run	12	0,393,0,130,130,1,262,786,130,130,2,262,655,130,130,3,262,524,130,130,4,262,393,130,130,5,262,262,130,130
